,t_count,concept,d_count,tf,idf,tf_idf,weight,DSI-0,DSI-1,DSI-2,DSI-3,DSI-4,DSI-5,DSI-6,DSI-7,DSI-8,DSI-9,DSI-10,DSI-11,DSI-12,DSI-13,DSI-14,DSI-15,DSI-16,DSI-17,DSI-18,DSI-19,DSI-20,DSI-21,DSI-22,DSI-23,DSI-24,DSI-25
antonioVillaraigosa,4,democrat,1,0.002007024586051179,1.414973347970818,0.0028398862979845817,1.0,,,,,,,,,,,,0.041237113402061855,,,,,,,,,,,,,,
constitution,4,judicial,1,0.002007024586051179,1.414973347970818,0.0028398862979845817,1.0,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,
wall,4,immigration,3,0.002007024586051179,0.9378520932511555,0.001882292209234632,1.0,,,,,0.004830917874396135,,,,,,,,,,,,,,,,,,0.01639344262295082,0.023809523809523808,,
sanction,3,foreignTrade,1,0.0015052684395383843,1.414973347970818,0.0021299147234884364,1.0,,0.011235955056179775,,,,,,,,,,,,,,,,,,,,,,,,
reincePriebus,3,trumpStaff,1,0.0015052684395383843,1.414973347970818,0.0021299147234884364,1.0,,,,,,,,,,,,,,,,,,,0.05084745762711865,,,,,,,
borderwall,3,immigration,1,0.0015052684395383843,1.414973347970818,0.0021299147234884364,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.03571428571428571,,
energy,3,energy,3,0.0015052684395383843,0.9378520932511555,0.001411719156925974,1.0,,,,,0.004830917874396135,,,,,0.022222222222222223,,,,,,,,0.016666666666666666,,,,,,,,
fisa,3,fbiMisconduct,2,0.0015052684395383843,1.1139433523068367,0.0016767837716610689,1.0,,,,,,,,,,,,,,0.01020408163265306,,,,,,,0.029850746268656716,,,,,
philBredesen,3,democrat,1,0.0015052684395383843,1.414973347970818,0.0021299147234884364,1.0,,0.011235955056179775,,,,,,,,,,,,,,,,,,,,,,,,
metoo,3,civilRights,1,0.0015052684395383843,1.414973347970818,0.0021299147234884364,1.0,,,,,,,,,,,,0.030927835051546393,,,,,,,,,,,,,,
donation,3,election,3,0.0015052684395383843,0.9378520932511555,0.001411719156925974,1.0,,,,,0.004830917874396135,,,,,0.022222222222222223,,,,,,,,0.016666666666666666,,,,,,,,
inspector general,3,judicial,2,0.0015052684395383843,1.1139433523068367,0.0016767837716610689,1.0,,,,,,,,,,,,,,,0.017241379310344827,,,,,,0.014925373134328358,,,,,
ceo,3,economy,3,0.0015052684395383843,0.9378520932511555,0.001411719156925974,1.0,,0.003745318352059925,,,0.004830917874396135,,0.027777777777777776,,,,,,,,,,,,,,,,,,,
nancyPelosi,3,democrat,2,0.0015052684395383843,1.1139433523068367,0.0016767837716610689,1.0,,,,,,,,,,0.022222222222222223,,,,,,,0.06896551724137931,,,,,,,,,
keishaLanceBottoms,3,democrat,3,0.0015052684395383843,0.9378520932511555,0.001411719156925974,1.0,,,,,,0.02702702702702703,0.027777777777777776,,,,,,0.020833333333333332,,,,,,,,,,,,,
pennsylvania supreme court,3,judicial,1,0.0015052684395383843,1.414973347970818,0.0021299147234884364,1.0,,,,,,,,,0.10714285714285714,,,,,,,,,,,,,,,,,
marcoRubio,3,republican,3,0.0015052684395383843,0.9378520932511555,0.001411719156925974,1.0,,,,0.012987012987012988,0.004830917874396135,,,,,,,,,,,,,,,,,,,,,0.009009009009009009
mikePompeo,3,trumpStaff,1,0.0015052684395383843,1.414973347970818,0.0021299147234884364,1.0,,,,0.03896103896103896,,,,,,,,,,,,,,,,,,,,,,
superpac,3,election,1,0.0015052684395383843,1.414973347970818,0.0021299147234884364,1.0,0.046153846153846156,,,,,,,,,,,,,,,,,,,,,,,,,
ninthcircuit,3,judicial,1,0.0015052684395383843,1.414973347970818,0.0021299147234884364,1.0,,,,,,,,,,,,,,,,,,,,0.09375,,,,,,
migrant,3,immigration,1,0.0015052684395383843,1.414973347970818,0.0021299147234884364,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.03571428571428571,,
attorney general,3,judicial,3,0.0015052684395383843,0.9378520932511555,0.001411719156925974,1.0,,0.003745318352059925,,,,,0.027777777777777776,,,,,,,,,,,,,,0.014925373134328358,,,,,
prosecutor,3,judicial,1,0.0015052684395383843,1.414973347970818,0.0021299147234884364,1.0,,,,,,,,,,,,,,,,,,,,,0.04477611940298507,,,,,
milwaukee,3,unitedStates,2,0.0015052684395383843,1.1139433523068367,0.0016767837716610689,1.0,,,,,,0.02702702702702703,,,,,,,,,,,,,,,,0.018691588785046728,,,,
indiana,3,unitedStates,1,0.0015052684395383843,1.414973347970818,0.0021299147234884364,1.0,,,,,,,,,,0.06666666666666667,,,,,,,,,,,,,,,,
vladimirPutin,3,foreignLeader,1,0.0015052684395383843,1.414973347970818,0.0021299147234884364,1.0,,0.011235955056179775,,,,,,,,,,,,,,,,,,,,,,,,
fundraising,3,election,2,0.0015052684395383843,1.1139433523068367,0.0016767837716610689,1.0,,,,,,,,,,0.022222222222222223,,,,,,,,0.03333333333333333,,,,,,,,
allegation,3,controversy,2,0.0015052684395383843,1.1139433523068367,0.0016767837716610689,1.0,,,,,,,,,,,,,,,,,0.06896551724137931,,,,0.014925373134328358,,,,,
house race,3,election,1,0.0015052684395383843,1.414973347970818,0.0021299147234884364,1.0,,0.011235955056179775,,,,,,,,,,,,,,,,,,,,,,,,
gun,3,guns,1,0.0015052684395383843,1.414973347970818,0.0021299147234884364,1.0,,,,,0.014492753623188406,,,,,,,,,,,,,,,,,,,,,
attorney,3,judicial,3,0.0015052684395383843,0.9378520932511555,0.001411719156925974,1.0,,,,,,,,,,,,,0.020833333333333332,0.01020408163265306,,0.02564102564102564,,,,,,,,,,
bushAdministration,3,government,1,0.0015052684395383843,1.414973347970818,0.0021299147234884364,1.0,,,,0.03896103896103896,,,,,,,,,,,,,,,,,,,,,,
sarahIsgurFlores,3,judicial,2,0.0015052684395383843,1.1139433523068367,0.0016767837716610689,1.0,,,,,,,,,,,,,,,0.008620689655172414,,,,,,0.029850746268656716,,,,,
school,3,education,2,0.0015052684395383843,1.1139433523068367,0.0016767837716610689,1.0,,,,0.012987012987012988,0.00966183574879227,,,,,,,,,,,,,,,,,,,,,
justice,3,judicial,3,0.0015052684395383843,0.9378520932511555,0.001411719156925974,1.0,,,,,,0.02702702702702703,,,,,0.037037037037037035,,,,,,,,,0.03125,,,,,,
data,3,privacy,2,0.0015052684395383843,1.1139433523068367,0.0016767837716610689,1.0,,,,,,,,,,,,,,,,,,,,,,,0.03278688524590164,,0.010101010101010102,
maryland,3,unitedStates,1,0.0015052684395383843,1.414973347970818,0.0021299147234884364,1.0,,,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,,
campaign trail,3,election,3,0.0015052684395383843,0.9378520932511555,0.001411719156925974,1.0,,,,,0.004830917874396135,,,,,,,,0.020833333333333332,,,,,,,,,,0.01639344262295082,,,
tech,3,economy,1,0.0015052684395383843,1.414973347970818,0.0021299147234884364,1.0,,,,,,,,0.07692307692307693,,,,,,,,,,,,,,,,,,
mueller probe,2,russiaElectionInterference,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,,,,,,,,,,,0.02040816326530612,,,,,,,,,,,,
ericGarcetti,2,democrat,2,0.0010035122930255895,1.1139433523068367,0.001117855847774046,1.0,,,,,,,0.027777777777777776,,,,,0.010309278350515464,,,,,,,,,,,,,,
arbitration agreement,2,controversy,2,0.0010035122930255895,1.1139433523068367,0.001117855847774046,1.0,,,0.017241379310344827,,,,,,,,,,,,,0.02564102564102564,,,,,,,,,,
swing state,2,election,2,0.0010035122930255895,1.1139433523068367,0.001117855847774046,1.0,,,,,,,,,0.03571428571428571,,,,,,,,,,,,,,,,,0.009009009009009009
womensRights,2,civilRights,2,0.0010035122930255895,1.1139433523068367,0.001117855847774046,1.0,,,,,0.004830917874396135,,,,,,,0.010309278350515464,,,,,,,,,,,,,,
vice chair,2,government,2,0.0010035122930255895,1.1139433523068367,0.001117855847774046,1.0,,,,,,0.02702702702702703,,,,,,,,,,,,,,,0.014925373134328358,,,,,
supreme court correspondent,2,judicial,2,0.0010035122930255895,1.1139433523068367,0.001117855847774046,1.0,,,,,,,,,,,,,,,0.008620689655172414,,,,,0.03125,,,,,,
benJealous,2,civilRights,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,,,,0.05555555555555555,,,,,,,,,,,,,,,,,,,
gop,2,republican,2,0.0010035122930255895,1.1139433523068367,0.001117855847774046,1.0,,,,,0.004830917874396135,,,,,,,,,,,,,,,,,,,,,0.009009009009009009
investigator,2,russiaElectionInterference,2,0.0010035122930255895,1.1139433523068367,0.001117855847774046,1.0,,,,,,,,,,,0.037037037037037035,,,,0.008620689655172414,,,,,,,,,,,
reelection bid,2,election,2,0.0010035122930255895,1.1139433523068367,0.001117855847774046,1.0,,,,,,,,,,,,,,,,,,,,,,,0.01639344262295082,,0.010101010101010102,
west virginia,2,unitedStates,2,0.0010035122930255895,1.1139433523068367,0.001117855847774046,1.0,,0.003745318352059925,,,,,,,,,,,,,,,,,,,,,,,,0.009009009009009009
matthewMcgregor,2,democrat,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,,,,,,,,,,,,,,,0.03333333333333333,,,,,,,,
jScottJennings,2,republican,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,0.025974025974025976,,,,,,,,,,,,,,,,,,,,,,
virginia,2,unitedStates,2,0.0010035122930255895,1.1139433523068367,0.001117855847774046,1.0,,,,,,,,,,,,,,,0.008620689655172414,,,,,,,,,,,0.009009009009009009
jebBush,2,republican,2,0.0010035122930255895,1.1139433523068367,0.001117855847774046,1.0,,,,0.012987012987012988,,,,,,,,,,,,,,,0.01694915254237288,,,,,,,
arbitration requirement,2,controversy,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,0.034482758620689655,,,,,,,,,,,,,,,,,,,,,,,
defendingdigitaldemocracy,2,cyberSecurity,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,0.00749063670411985,,,,,,,,,,,,,,,,,,,,,,,,
deputy director,2,government,2,0.0010035122930255895,1.1139433523068367,0.001117855847774046,1.0,,,,,,,,,,,0.037037037037037035,,,,0.008620689655172414,,,,,,,,,,,
nafta,2,foreignTrade,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.023809523809523808,,
appeal court,2,judicial,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,
nsa,2,intelligence,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,0.00749063670411985,,,,,,,,,,,,,,,,,,,,,,,,
USSupremeCourt,2,judicial,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,,,,,,0.07142857142857142,,,,,,,,,,,,,,,,,
johnWeaver,2,republican,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,0.03076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,
bruceRauner,2,republican,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.018018018018018018
convention,2,election,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,,,0.05405405405405406,,,,,,,,,,,,,,,,,,,,
environment,2,environment,2,0.0010035122930255895,1.1139433523068367,0.001117855847774046,1.0,,,,,0.004830917874396135,,,,,,,,,,,,,0.016666666666666666,,,,,,,,
nrcc,2,republican,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,0.00749063670411985,,,,,,,,,,,,,,,,,,,,,,,,
abortion,2,civilRights,2,0.0010035122930255895,1.1139433523068367,0.001117855847774046,1.0,,,,,,,,,,,,,,,,,,,,0.03125,,0.009345794392523364,,,,
republican hawk,2,war,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,0.025974025974025976,,,,,,,,,,,,,,,,,,,,,,
adult film performer,2,controversy,2,0.0010035122930255895,1.1139433523068367,0.001117855847774046,1.0,,,0.017241379310344827,,,,,,,,,,,,,0.02564102564102564,,,,,,,,,,
ar15,2,guns,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,,0.00966183574879227,,,,,,,,,,,,,,,,,,,,,
collusion,2,russiaElectionInterference,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,,,,,,,,,,,0.02040816326530612,,,,,,,,,,,,
san francisco,2,unitedStates,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,,,,,,,,,0.020618556701030927,,,,,,,,,,,,,,
war,2,war,2,0.0010035122930255895,1.1139433523068367,0.001117855847774046,1.0,,,,0.012987012987012988,,,,,,,,,,,0.008620689655172414,,,,,,,,,,,
steel company,2,economy,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,,0.00966183574879227,,,,,,,,,,,,,,,,,,,,,
johnLewis,2,democrat,2,0.0010035122930255895,1.1139433523068367,0.001117855847774046,1.0,,,,,,0.02702702702702703,,,,,,,0.020833333333333332,,,,,,,,,,,,,
rodRosenstein,2,judicial,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,,,,,,,,,,,0.02040816326530612,,,,,,,,,,,,
utah,2,unitedStates,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,,,,,,,,,,,,,,,,,,0.029850746268656716,,,,,
guccifer,2,russiaElectionInterference,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,0.00749063670411985,,,,,,,,,,,,,,,,,,,,,,,,
state legislature,2,government,2,0.0010035122930255895,1.1139433523068367,0.001117855847774046,1.0,,0.003745318352059925,,,,,,,0.03571428571428571,,,,,,,,,,,,,,,,,
anthonyGonzalez,2,republican,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,,0.00966183574879227,,,,,,,,,,,,,,,,,,,,,
markWarner,2,democrat,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,,,,,,,,,,,0.02040816326530612,,,,,,,,,,,,
california governor race,2,election,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,,,,,,,,,0.020618556701030927,,,,,,,,,,,,,,
tyCobb,2,russiaElectionInterference,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,,,,,,,,,,,0.02040816326530612,,,,,,,,,,,,
defamation claim,2,controversy,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,0.034482758620689655,,,,,,,,,,,,,,,,,,,,,,,
corruption,2,controversy,2,0.0010035122930255895,1.1139433523068367,0.001117855847774046,1.0,,,,,,,,,,,0.037037037037037035,,,,0.008620689655172414,,,,,,,,,,,
clinton investigation,2,clintonScandal,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,,,,,,,,,,,,0.017241379310344827,,,,,,,,,,,
sarahHuckabeeSanders,2,trumpStaff,2,0.0010035122930255895,1.1139433523068367,0.001117855847774046,1.0,,,,,0.004830917874396135,,,,,,,,,,0.008620689655172414,,,,,,,,,,,
alexStamos,2,privacy,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,0.00749063670411985,,,,,,,,,,,,,,,,,,,,,,,,
state court,2,judicial,2,0.0010035122930255895,1.1139433523068367,0.001117855847774046,1.0,,,0.017241379310344827,,,,,,,,,,,,,0.02564102564102564,,,,,,,,,,
employment,2,economy,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,,,,,,,,,,,,0.017241379310344827,,,,,,,,,,,
USMilitary,2,war,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.023809523809523808,,
military,2,war,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.023809523809523808,,
never trump,2,trumpOpposition,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,,,,,,,,,,,,,,,,0.03389830508474576,,,,,,,
trump lawyer,2,trumpStaff,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,,,,,,,,,,,0.02040816326530612,,,,,,,,,,,,
independent,2,independent,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,,,,,,,,,,,,,,0.06896551724137931,,,,,,,,,
nationalRifleAssociation,2,guns,2,0.0010035122930255895,1.1139433523068367,0.001117855847774046,1.0,,,,,,,,,,,,,,,,,,,,,,0.009345794392523364,0.01639344262295082,,,
national convention,2,election,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,,,0.05405405405405406,,,,,,,,,,,,,,,,,,,,
state lawmaker,2,government,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,,0.00966183574879227,,,,,,,,,,,,,,,,,,,,,
iraqWar,2,war,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,0.025974025974025976,,,,,,,,,,,,,,,,,,,,,,
staceyEvans,2,democrat,2,0.0010035122930255895,1.1139433523068367,0.001117855847774046,1.0,,,,,,0.02702702702702703,,,,,,,0.020833333333333332,,,,,,,,,,,,,
brentBlakely,2,controversy,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,,,,,,,,,,,,,0.05128205128205128,,,,,,,,,,
wall street journal,2,media,2,0.0010035122930255895,1.1139433523068367,0.001117855847774046,1.0,,,0.017241379310344827,,,,,,,,0.037037037037037035,,,,,,,,,,,,,,,
campaign contribution,2,election,2,0.0010035122930255895,1.1139433523068367,0.001117855847774046,1.0,,,0.017241379310344827,,,,,,,,,,,,0.008620689655172414,,,,,,,,,,,
congressional campaign committee,2,election,2,0.0010035122930255895,1.1139433523068367,0.001117855847774046,1.0,,0.003745318352059925,,,,,,,,,,,,,,,,0.016666666666666666,,,,,,,,
donaldRumsfeld,2,formerPresident,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,0.025974025974025976,,,,,,,,,,,,,,,,,,,,,,
heritageFoundation,2,extremeRight,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,,,,,,,,,,,,,,,,0.03389830508474576,,,,,,,
janeTimken,2,democrat,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,,0.00966183574879227,,,,,,,,,,,,,,,,,,,,,
marciaFudge,2,democrat,2,0.0010035122930255895,1.1139433523068367,0.001117855847774046,1.0,,,,,0.004830917874396135,,,,,,,,0.020833333333333332,,,,,,,,,,,,,
daily beast,2,media,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,,,,,,,,,,,0.02040816326530612,,,,,,,,,,,,
ericSwalwell,2,democrat,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,0.00749063670411985,,,,,,,,,,,,,,,,,,,,,,,,
cleveland,2,unitedStates,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,,0.00966183574879227,,,,,,,,,,,,,,,,,,,,,
threat intelligence,2,cyberSecurity,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,0.00749063670411985,,,,,,,,,,,,,,,,,,,,,,,,
kayKoleJames,2,controversy,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,,,,,,,,,,,,,,,,0.03389830508474576,,,,,,,
ohioconservativesforachange,2,extremeRight,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,0.03076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,
randPaul,2,republican,2,0.0010035122930255895,1.1139433523068367,0.001117855847774046,1.0,,,,0.012987012987012988,,,,,,,,,,,,,,,0.01694915254237288,,,,,,,
court spokesperson,2,judicial,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,
terryMcauliffe,2,democrat,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,,,,,,,,,,,,0.017241379310344827,,,,,,,,,,,
google,2,economy,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,,,,,0.05128205128205128,,,,,,,,,,,,,,,,,,
nebraska,2,unitedStates,2,0.0010035122930255895,1.1139433523068367,0.001117855847774046,1.0,,,,,0.004830917874396135,,,,,,,,,,,,,,,,,,,,,0.009009009009009009
republican party,2,republican,2,0.0010035122930255895,1.1139433523068367,0.001117855847774046,1.0,,,,,0.004830917874396135,,,,,,,,,,,,,,0.01694915254237288,,,,,,,
media,2,media,2,0.0010035122930255895,1.1139433523068367,0.001117855847774046,1.0,,,,,,,,,,,0.037037037037037035,,,,,0.02564102564102564,,,,,,,,,,
georgia democratic party,2,democrat,1,0.0010035122930255895,1.414973347970818,0.0014199431489922908,1.0,,,,,,0.05405405405405406,,,,,,,,,,,,,,,,,,,,
capitol hill,2,government,2,0.0010035122930255895,1.1139433523068367,0.001117855847774046,1.0,,0.003745318352059925,,,0.004830917874396135,,,,,,,,,,,,,,,,,,,,,
lawmaker,2,government,2,0.0010035122930255895,1.1139433523068367,0.001117855847774046,1.0,,0.003745318352059925,,,,,,,,,,,0.020833333333333332,,,,,,,,,,,,,
