,t_count,concept,d_count,tf,idf,tf_idf,weight,DSI-0,DSI-1,DSI-2,DSI-3,DSI-4,DSI-5,DSI-6,DSI-7,DSI-8,DSI-9,DSI-10,DSI-11,DSI-12,DSI-13,DSI-14,DSI-15,DSI-16,DSI-17,DSI-18,DSI-19,DSI-20,DSI-21,DSI-22,DSI-23,DSI-24,DSI-25,DSI-26,DSI-27,DSI-28,DSI-29,DSI-30,DSI-31,DSI-32,DSI-33,DSI-34,DSI-35,DSI-36,DSI-37,DSI-38,DSI-39,DSI-40,DSI-41,DSI-42,DSI-43,DSI-44,DSI-45,DSI-46,DSI-47,DSI-48,DSI-49,DSI-50,DSI-51,DSI-52,DSI-53,DSI-54,DSI-55,DSI-56
probe,5,russiaElectionInterference,4,0.0010279605263157894,1.153814864344529,0.0011860761352225832,1.0,,,,,,,0.0016778523489932886,,,,,,,,,,,,,0.009615384615384616,,,,,,,,,,,,,,,,,,,,,,,0.009523809523809525,,,,,,,,0.058823529411764705,,,,,,
embassy,5,internationalPolitics,3,0.0010279605263157894,1.2787536009528289,0.001314508224663681,1.0,,,,,,,,,,,,,,,,,,,,,,0.06060606060606061,,,,,,,,,,,,,,,0.002369668246445498,,,,,,,,,,,,,,,,0.018018018018018018,,,,
xiYueWang,5,middleEast,1,0.0010279605263157894,1.7558748556724915,0.001804970040781755,1.0,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplomat,5,internationalPolitics,3,0.0010279605263157894,1.2787536009528289,0.001314508224663681,1.0,,,,,,0.0027397260273972603,,,,,,,,,,,,,,,,0.06060606060606061,,,,,,,,,,,,,,,,,,,,,,,,0.03076923076923077,,,,,,,,,,,
cambridgeAnalytica,4,russiaElectionInterference,2,0.0008223684210526315,1.4548448600085102,0.0011964184704017352,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046153846153846156,,,,,,,,0.002369668246445498,,,,,,,,,,,,,,,,,,,,
budget,4,economy,3,0.0008223684210526315,1.2787536009528289,0.0010516065797309447,1.0,,,,,,,,,,,,,,,,,0.0070921985815602835,,,,,,,,,,,,,,,,,,0.011235955056179775,,,,,,,,,,,,0.016129032258064516,,,,,,,,,,
nancyPelosi,4,democrat,1,0.0008223684210526315,1.7558748556724915,0.0014439760326254041,1.0,,,,,,,0.006711409395973154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foreignIntelligenceSurveillanceCourt,4,fbiMisconduct,3,0.0008223684210526315,1.2787536009528289,0.0010516065797309447,1.0,,,,,,,0.0016778523489932886,,,0.020618556701030927,,,0.010638297872340425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ronaldVitiello,4,immigration,1,0.0008223684210526315,1.7558748556724915,0.0014439760326254041,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10526315789473684,,,,,,,,,,,,,,,,,,,,,,,,,,
pac,4,election,2,0.0008223684210526315,1.4548448600085102,0.0011964184704017352,1.0,,,,,,0.0027397260273972603,0.0050335570469798654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us army,4,war,3,0.0008223684210526315,1.2787536009528289,0.0010516065797309447,1.0,,,,,,0.0027397260273972603,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014492753623188406,,,,,,,,,,,,,,,,,,0.021739130434782608,,,,,
newyorktimes,4,media,3,0.0008223684210526315,1.2787536009528289,0.0010516065797309447,1.0,0.016129032258064516,,,,,,,,0.02702702702702703,,,,,,,,,,,,,,,,,,0.01694915254237288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huaQu,4,middleEast,1,0.0008223684210526315,1.7558748556724915,0.0014439760326254041,1.0,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
school,4,education,3,0.0008223684210526315,1.2787536009528289,0.0010516065797309447,1.0,,,,,,,,,,,,,,,0.019801980198019802,,,,,,,,,,,0.03333333333333333,,,,,,,,,,,,,,,,0.010752688172043012,,,,,,,,,,,,,,,
johnRoberts,4,judicial,4,0.0008223684210526315,1.153814864344529,0.0009488609081780665,1.0,,,,,,0.0027397260273972603,0.0016778523489932886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010752688172043012,,,,,,,,,,,,,,,0.012195121951219513
capitol hill,4,government,3,0.0008223684210526315,1.2787536009528289,0.0010516065797309447,1.0,0.016129032258064516,,,,,,0.0016778523489932886,,,0.010309278350515464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
attorney general,4,judicial,2,0.0008223684210526315,1.4548448600085102,0.0011964184704017352,1.0,,,,,,0.005479452054794521,,,,,,,0.02127659574468085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dollar,4,economy,3,0.0008223684210526315,1.2787536009528289,0.0010516065797309447,1.0,,,,,,,,,,,,,,,0.019801980198019802,,,,,0.009615384615384616,,,,,,,,,,,,,,,,,,,,,,,,,0.0196078431372549,,,,,,,,,,,,
supreme court,4,judicial,2,0.0008223684210526315,1.4548448600085102,0.0011964184704017352,1.0,,,,,,,0.0050335570469798654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010752688172043012,,,,,,,,,,,,,,,
jamesMattis,4,trumpStaff,3,0.0008223684210526315,1.2787536009528289,0.0010516065797309447,1.0,,,,,,,,,,,,,,,,,0.0035460992907801418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010869565217391304,,,,,0.024390243902439025
syria,4,middleEast,2,0.0008223684210526315,1.4548448600085102,0.0011964184704017352,1.0,,,,,,,,,,,,,,,0.009900990099009901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046153846153846156,,,,,,,,,,,
terrorism,4,terrorism,3,0.0008223684210526315,1.2787536009528289,0.0010516065797309447,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.08333333333333333,,,,,,,,,,0.011235955056179775,,,,,,,,,,,0.015384615384615385,,,,,,,,,,,
scottWalker,4,republican,1,0.0008223684210526315,1.7558748556724915,0.0014439760326254041,1.0,,,,,,,0.006711409395973154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
christopherWray,4,trumpStaff,2,0.0008223684210526315,1.4548448600085102,0.0011964184704017352,1.0,,,,,,,0.0050335570469798654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009523809523809525,,,,,,,,,,,,,,
collusion,4,russiaElectionInterference,3,0.0008223684210526315,1.2787536009528289,0.0010516065797309447,1.0,0.016129032258064516,,,,,,,,0.02702702702702703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,
sallyYates,4,trumpStaff,2,0.0008223684210526315,1.4548448600085102,0.0011964184704017352,1.0,,,,,,0.005479452054794521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03571428571428571,,,,,,,
johnBrennan,4,russiaElectionInterference,2,0.0008223684210526315,1.4548448600085102,0.0011964184704017352,1.0,0.016129032258064516,,,,,,,,,,,,,0.037037037037037035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pentagon,4,war,2,0.0008223684210526315,1.4548448600085102,0.0011964184704017352,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010752688172043012,,,,,,,,,,,,,,,0.036585365853658534
garyCohn,4,trumpStaff,1,0.0008223684210526315,1.7558748556724915,0.0014439760326254041,1.0,,,,,,0.010958904109589041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fox news sunday,4,media,3,0.0008223684210526315,1.2787536009528289,0.0010516065797309447,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009523809523809525,,0.0392156862745098,0.015384615384615385,,,,,,,,,,,
vote,4,election,2,0.0008223684210526315,1.4548448600085102,0.0011964184704017352,1.0,,,,,,,0.0050335570469798654,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brandonJudd,4,immigration,1,0.0008223684210526315,1.7558748556724915,0.0014439760326254041,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04597701149425287,,,,,,,,,,,,,
islamicState,4,terrorism,2,0.0008223684210526315,1.4548448600085102,0.0011964184704017352,1.0,,,,,,,,,,,,,,,0.009900990099009901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046153846153846156,,,,,,,,,,,
prosecution,4,judicial,2,0.0008223684210526315,1.4548448600085102,0.0011964184704017352,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014492753623188406,,,,,,,,,,,,,,,,0.05357142857142857,,,,,,,
michaelAvenatti,4,controversy,1,0.0008223684210526315,1.7558748556724915,0.0014439760326254041,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09523809523809523,
republicanNationalConvention,4,election,2,0.0008223684210526315,1.4548448600085102,0.0011964184704017352,1.0,,,,,,,0.0016778523489932886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0071090047393364926,,,,,,,,,,,,,,,,,,,,
waymo,4,economy,1,0.0008223684210526315,1.7558748556724915,0.0014439760326254041,1.0,,,,,,,,,,,,,,,,,0.014184397163120567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emolument clause,3,judicial,1,0.0006167763157894736,1.7558748556724915,0.001082982024469053,1.0,,,,,,,,0.046153846153846156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spending bill,3,governmentProgram,2,0.0006167763157894736,1.4548448600085102,0.0008973138528013014,1.0,,,,,,,,,,,,,,,,,0.0070921985815602835,,,,,,,,,,,,,,0.02631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,
manufacturer,3,economy,1,0.0006167763157894736,1.7558748556724915,0.001082982024469053,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02702702702702703,,,,
russia investigation,3,russiaElectionInterference,3,0.0006167763157894736,1.2787536009528289,0.0007887049347982086,1.0,,,,,,0.0027397260273972603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009523809523809525,,,,,,,,,,,0.025,,,
informant,3,lawEnforcement,1,0.0006167763157894736,1.7558748556724915,0.001082982024469053,1.0,,,,,,,,,,,,,,,,,,,,0.028846153846153848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thomTillis,3,republican,1,0.0006167763157894736,1.7558748556724915,0.001082982024469053,1.0,,,,,,,0.0050335570469798654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sears,3,economy,1,0.0006167763157894736,1.7558748556724915,0.001082982024469053,1.0,,,,,,,0.0050335570469798654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aclu,3,extremeLeft,1,0.0006167763157894736,1.7558748556724915,0.001082982024469053,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03896103896103896,,,,,,,,,,,,,,,,,,,,,,,,,,,
christopherSteele,3,russiaElectionInterference,2,0.0006167763157894736,1.4548448600085102,0.0008973138528013014,1.0,,,,,,,,,,0.010309278350515464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01904761904761905,,,,,,,,,,,,,,
anatolyAntonov,3,russiaElectionInterference,1,0.0006167763157894736,1.7558748556724915,0.001082982024469053,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0071090047393364926,,,,,,,,,,,,,,,,,,,,
axios,3,media,2,0.0006167763157894736,1.4548448600085102,0.0008973138528013014,1.0,,,,,,0.0027397260273972603,0.003355704697986577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
privacy,3,privacy,3,0.0006167763157894736,1.2787536009528289,0.0007887049347982086,1.0,,,,,,,,,,,,0.019230769230769232,,,,,,,,,,,,,,,,,0.015384615384615385,,,,,,,,0.002369668246445498,,,,,,,,,,,,,,,,,,,,
joshRaffel,3,trumpStaff,1,0.0006167763157894736,1.7558748556724915,0.001082982024469053,1.0,,,,,,0.00821917808219178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USCompany,3,economy,1,0.0006167763157894736,1.7558748556724915,0.001082982024469053,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02702702702702703,,,,
poll,3,opinionPolls,2,0.0006167763157894736,1.4548448600085102,0.0008973138528013014,1.0,,,,,,,,,,,,,,,,,0.0070921985815602835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02040816326530612,,,,,,,,,
moscow,3,russiaElectionInterference,3,0.0006167763157894736,1.2787536009528289,0.0007887049347982086,1.0,,,,,,,0.0016778523489932886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002369668246445498,,,,,,,,,,,,,0.017857142857142856,,,,,,,
alabama,3,unitedStates,3,0.0006167763157894736,1.2787536009528289,0.0007887049347982086,1.0,,,,,,,,,,,,,,,,0.034482758620689655,0.0035460992907801418,,,,,,,,,,,,,,,,,,0.011235955056179775,,,,,,,,,,,,,,,,,,,,,,
disaster,3,tragedy,1,0.0006167763157894736,1.7558748556724915,0.001082982024469053,1.0,,,,,,,0.0050335570469798654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
republican party,3,republican,2,0.0006167763157894736,1.4548448600085102,0.0008973138528013014,1.0,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0273972602739726,,
sanction,3,foreignTrade,3,0.0006167763157894736,1.2787536009528289,0.0007887049347982086,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002369668246445498,,,,,,,,,0.015384615384615385,,,,,,,0.009009009009009009,,,,
aluminum,3,foreignTrade,2,0.0006167763157894736,1.4548448600085102,0.0008973138528013014,1.0,,,,,,0.0027397260273972603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018018018018018018,,,,
davidSorensen,3,trumpStaff,1,0.0006167763157894736,1.7558748556724915,0.001082982024469053,1.0,,,,,,0.00821917808219178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dennisRodman,3,northSouthKorea,1,0.0006167763157894736,1.7558748556724915,0.001082982024469053,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10344827586206896,,,,,,,,,,,,,,,,,,,,,,,,,
issa,3,cyberSecurity,1,0.0006167763157894736,1.7558748556724915,0.001082982024469053,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02857142857142857,,,,,,,,,,,,,,
treyGowdy,3,republican,2,0.0006167763157894736,1.4548448600085102,0.0008973138528013014,1.0,,,,,,,,,,,,,0.02127659574468085,,,,,,,,,,,,,,,,,,,,,,,,0.002369668246445498,,,,,,,,,,,,,,,,,,,,
steveBannon,3,trumpStaff,1,0.0006167763157894736,1.7558748556724915,0.001082982024469053,1.0,,,,,,0.00821917808219178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taxpayer,3,economy,3,0.0006167763157894736,1.2787536009528289,0.0007887049347982086,1.0,,,,,,,,,,,0.030303030303030304,,,0.018518518518518517,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asia,3,foreignNation,1,0.0006167763157894736,1.7558748556724915,0.001082982024469053,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04838709677419355,,,,,,,,,,
tomBowman,3,trumpStaff,2,0.0006167763157894736,1.4548448600085102,0.0008973138528013014,1.0,,,0.009615384615384616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05263157894736842,,,,,,,,,,,,,,,,,,
iraq,3,middleEast,3,0.0006167763157894736,1.2787536009528289,0.0007887049347982086,1.0,,,,,,,0.0016778523489932886,,,,,,,0.018518518518518517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015384615384615385,,,,,,,,,,,
obamacare,3,healthcare,2,0.0006167763157894736,1.4548448600085102,0.0008973138528013014,1.0,,,,,,,0.003355704697986577,,,,,,,,,,0.0035460992907801418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ninthcircuit,3,judicial,1,0.0006167763157894736,1.7558748556724915,0.001082982024469053,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03896103896103896,,,,,,,,,,,,,,,,,,,,,,,,,,,
combat,3,war,1,0.0006167763157894736,1.7558748556724915,0.001082982024469053,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033707865168539325,,,,,,,,,,,,,,,,,,,,,,
new hampshire,3,unitedStates,1,0.0006167763157894736,1.7558748556724915,0.001082982024469053,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0410958904109589,,
wall street journal,3,media,2,0.0006167763157894736,1.4548448600085102,0.0008973138528013014,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043478260869565216,,,,,,,,,,,,,,,,,,,,,,,0.023809523809523808,
violence,3,violenceCrime,2,0.0006167763157894736,1.4548448600085102,0.0008973138528013014,1.0,,,,,,0.0027397260273972603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0273972602739726,,
calexico,3,immigration,2,0.0006167763157894736,1.4548448600085102,0.0008973138528013014,1.0,,0.05714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,
crime,3,violenceCrime,3,0.0006167763157894736,1.2787536009528289,0.0007887049347982086,1.0,,,,,,,,,,,,,,,,,,,,0.009615384615384616,,,,,,,,,,,,,,0.014492753623188406,,,,,,,,,,,0.0196078431372549,,,,,,,,,,,,
gun control,3,guns,1,0.0006167763157894736,1.7558748556724915,0.001082982024469053,1.0,,,,,,,0.0050335570469798654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
war,3,war,3,0.0006167763157894736,1.2787536009528289,0.0007887049347982086,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01694915254237288,,,,,,,,,,,,,,,,,,,,,,,,,0.010869565217391304,,,,,0.012195121951219513
ethic,3,ethics,3,0.0006167763157894736,1.2787536009528289,0.0007887049347982086,1.0,,,,,,,,0.015384615384615385,,,0.030303030303030304,,0.010638297872340425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jury,3,judicial,3,0.0006167763157894736,1.2787536009528289,0.0007887049347982086,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012987012987012988,,,,,,,,,,,,,,,,,,,,,,,0.009009009009009009,,,0.023809523809523808,
chrisSununu,3,republican,1,0.0006167763157894736,1.7558748556724915,0.001082982024469053,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0410958904109589,,
consumer,3,economy,1,0.0006167763157894736,1.7558748556724915,0.001082982024469053,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02702702702702703,,,,
accountability,3,ethics,3,0.0006167763157894736,1.2787536009528289,0.0007887049347982086,1.0,,,0.009615384615384616,,,0.0027397260273972603,,,,,,,,,0.009900990099009901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
markEsper,3,war,1,0.0006167763157894736,1.7558748556724915,0.001082982024469053,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033707865168539325,,,,,,,,,,,,,,,,,,,,,,
nbc news,3,media,2,0.0006167763157894736,1.4548448600085102,0.0008973138528013014,1.0,,,,,,,0.003355704697986577,,,,,,,0.018518518518518517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
murder,3,violenceCrime,1,0.0006167763157894736,1.7558748556724915,0.001082982024469053,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05357142857142857,,,,,,,
opinionPolls,3,opinionPolls,3,0.0006167763157894736,1.2787536009528289,0.0007887049347982086,1.0,,,,,,,0.0016778523489932886,,,,,,,,,,0.0035460992907801418,,,,,,,,,,,,,,,,,,,,0.002369668246445498,,,,,,,,,,,,,,,,,,,,
deportation,3,immigration,3,0.0006167763157894736,1.2787536009528289,0.0007887049347982086,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01694915254237288,,,,,,,,,,,,,,0.010752688172043012,,0.011494252873563218,,,,,,,,,,,,,
west virginia,3,unitedStates,1,0.0006167763157894736,1.7558748556724915,0.001082982024469053,1.0,,,,,,,,,,,,,,,,0.10344827586206896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carterPage,3,russiaElectionInterference,3,0.0006167763157894736,1.2787536009528289,0.0007887049347982086,1.0,,,,,,,,,,0.010309278350515464,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002369668246445498,,,,,,0.009523809523809525,,,,,,,,,,,,,,
chuckGrassley,3,republican,3,0.0006167763157894736,1.2787536009528289,0.0007887049347982086,1.0,,,,,,,,,,,,,0.010638297872340425,,,,,,,,,,,,,,,,,,,,,,,,0.002369668246445498,,,,,,0.009523809523809525,,,,,,,,,,,,,,
clinton foundation,3,clintonScandal,2,0.0006167763157894736,1.4548448600085102,0.0008973138528013014,1.0,,,,,,,,,,,,,0.02127659574468085,,,,,,,,,,,,,,,,,,,,,,,,0.002369668246445498,,,,,,,,,,,,,,,,,,,,
court order,3,judicial,2,0.0006167763157894736,1.4548448600085102,0.0008973138528013014,1.0,,,,,,,0.003355704697986577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010752688172043012,,,,,,,,,,,,,,,
nationalsecurityadvisor,3,trumpStaff,3,0.0006167763157894736,1.2787536009528289,0.0007887049347982086,1.0,,,,,,0.0027397260273972603,,,0.02702702702702703,,,,,,,,,,,,,,,,,,,,,,,,,0.014492753623188406,,,,,,,,,,,,,,,,,,,,,,,
wisconsin,3,unitedStates,3,0.0006167763157894736,1.2787536009528289,0.0007887049347982086,1.0,,,,,0.01282051282051282,,0.0016778523489932886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009009009009009009,,,,
episcopal church,3,religion,3,0.0006167763157894736,1.2787536009528289,0.0007887049347982086,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002369668246445498,,,,0.043478260869565216,,,0.011494252873563218,,,,,,,,,,,,,
religion,3,religion,1,0.0006167763157894736,1.7558748556724915,0.001082982024469053,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0071090047393364926,,,,,,,,,,,,,,,,,,,,
idaho,3,unitedStates,1,0.0006167763157894736,1.7558748556724915,0.001082982024469053,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05357142857142857,,,,,,,
retailer,3,economy,2,0.0006167763157894736,1.4548448600085102,0.0008973138528013014,1.0,,,,,,,0.003355704697986577,,,,,,,,,,,0.018867924528301886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andrewJanz,3,democrat,2,0.0006167763157894736,1.4548448600085102,0.0008973138528013014,1.0,,,,,,,0.003355704697986577,,,,,,,,,,0.0035460992907801418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
court decision,2,judicial,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,,0.0016778523489932886,,,,,,,,,,,,,,,,,,,,,,,0.012987012987012988,,,,,,,,,,,,,,,,,,,,,,,,,,,
utah,2,unitedStates,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,,,,,,,,0.010638297872340425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009523809523809525,,,,,,,,,,,,,,
campaign contribution,2,election,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,0.0027397260273972603,,,,,,,,,,,,,,0.009615384615384616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wapo,2,media,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,,,,,0.0070921985815602835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mikePompeo,2,trumpStaff,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,0.009615384615384616,,,0.0027397260273972603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
