,t_count,concept,d_count,tf,idf,tf_idf,weight,DSI-0,DSI-1,DSI-2,DSI-3,DSI-4,DSI-5,DSI-6,DSI-7,DSI-8,DSI-9,DSI-10,DSI-11,DSI-12,DSI-13,DSI-14,DSI-15,DSI-16,DSI-17,DSI-18,DSI-19,DSI-20,DSI-21,DSI-22,DSI-23,DSI-24,DSI-25,DSI-26,DSI-27,DSI-28,DSI-29,DSI-30,DSI-31,DSI-32,DSI-33,DSI-34,DSI-35,DSI-36,DSI-37,DSI-38,DSI-39,DSI-40,DSI-41,DSI-42,DSI-43,DSI-44,DSI-45,DSI-46,DSI-47,DSI-48,DSI-49,DSI-50,DSI-51,DSI-52,DSI-53,DSI-54,DSI-55,DSI-56
bradSherman,2,democrat,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0392156862745098,,,,,,,,,,,,
devinNunes,2,republican,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,,,,,0.0070921985815602835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
equality,2,civilRights,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,
usmexico border,2,immigration,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,0.02857142857142857,,,,,,,,,,,,,0.009900990099009901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moral,2,ethics,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004739336492890996,,,,,,,,,,,,,,,,,,,,
surveillance warrant,2,intelligence,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,,,,,0.010309278350515464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009523809523809525,,,,,,,,,,,,,,
ceo,2,economy,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,0.02564102564102564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
convention,2,election,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004739336492890996,,,,,,,,,,,,,,,,,,,,
bobGoodlatte,2,republican,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,,,,,,,,0.010638297872340425,,,,,,,,,,,,,,,,,,,,,,,,0.002369668246445498,,,,,,,,,,,,,,,,,,,,
spy,2,internationalPolitics,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,,,,,,,,,,,,,,,,,0.030303030303030304,,,,,,,,,,,,,,,,,,,,,0.009523809523809525,,,,,,,,,,,,,,
trade agreement,2,foreignTrade,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011494252873563218,,,,,,,,,0.009009009009009009,,,,
hearing,2,judicial,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01694915254237288,0.015384615384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immigration reform,2,immigration,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010752688172043012,,0.011494252873563218,,,,,,,,,,,,,
education,2,education,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004739336492890996,,,,,,,,,,,,,,,,,,,,
us government,2,government,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009009009009009009,,,,
investor,2,economy,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,0.003355704697986577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devil,2,religion,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,,,,,0.0070921985815602835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new jersey,2,unitedStates,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03389830508474576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
litigation,2,judicial,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,0.03076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medicine,2,healthcare,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,0.01282051282051282,,0.0016778523489932886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kremlin,2,intelligence,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,0.016129032258064516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bribe,2,violenceCrime,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,,,,,,,,0.019230769230769232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
affidavit,2,judicial,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,
jaredKushner,2,trumpFamily,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,0.005479452054794521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buzzfeed,2,media,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011494252873563218,,,,,,,,,,,,,0.012195121951219513
unitedNations,2,internationalPolitics,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,,,,,,,,,,,,,0.018867924528301886,,,,0.030303030303030304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arizona,2,unitedStates,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,,0.0016778523489932886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012195121951219513
peterMessitte,2,judicial,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,0.03076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tax cut,2,economy,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,0.0027397260273972603,0.0016778523489932886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new mexico,2,unitedStates,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,,0.0016778523489932886,,,,,,,,,,,,,,,,,,,,,,,,0.02631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,
cleveland,2,unitedStates,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,,,,,,,,,,0.009900990099009901,,,,,,,,,,,,,,,,,,,,,,0.002369668246445498,,,,,,,,,,,,,,,,,,,,
state lawmaker,2,government,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,,0.0016778523489932886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010869565217391304,,,,,
andrewRicci,2,civilRights,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.03389830508474576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appropriation bill,2,governmentProgram,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,,,,,,,,,,,,0.0035460992907801418,,,,,,,,,,,,,,0.02631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,
delegate,2,internationalPolitics,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,,,,,,,,0.019230769230769232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kristinBrown,2,guns,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,0.0027397260273972603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012195121951219513
damnation,2,religion,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004739336492890996,,,,,,,,,,,,,,,,,,,,
steel,2,foreignTrade,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,0.0027397260273972603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009009009009009009,,,,
district seat,2,election,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,0.003355704697986577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indictment,2,judicial,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,,,,,,,,0.019230769230769232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
msnbc,2,media,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,,,,,,,,,0.018518518518518517,,,,,,,,,,,,,,,,,,,,,,,0.002369668246445498,,,,,,,,,,,,,,,,,,,,
white house physician,2,healthcare,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,0.01282051282051282,,,,,,,,,,,,,,,,,,,,,,0.01694915254237288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
article v convention,2,judicial,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004739336492890996,,,,,,,,,,,,,,,,,,,,
cabinet member,2,trumpStaff,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03389830508474576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liberal,2,extremeLeft,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,0.003355704697986577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campaign fund,2,election,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,,,,,0.0070921985815602835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
walmart,2,economy,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,0.0027397260273972603,0.0016778523489932886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
civilRights,2,civilRights,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04081632653061224,,,,,,,,,
jimRenacci,2,republican,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,0.003355704697986577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivankaTrump,2,trumpFamily,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,0.005479452054794521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wto,2,foreignTrade,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018018018018018018,,,,
us attorney,2,judicial,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,,,,,,,,0.010638297872340425,,,,,,,0.009615384615384616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
robertaJacobson,2,internationalPolitics,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,0.005479452054794521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elite,2,extremeLeft,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004739336492890996,,,,,,,,,,,,,,,,,,,,
virginia,2,unitedStates,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,,0.0016778523489932886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,
democracy,2,government,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,0.008064516129032258,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01694915254237288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USInterest,2,internationalPolitics,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016129032258064516,,,,,,0.009009009009009009,,,,
stephenBoyd,2,government,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,0.02127659574468085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mikePence,2,presidentDonaldTrump,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,,0.0016778523489932886,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014492753623188406,,,,,,,,,,,,,,,,,,,,,,,
customsAndBorderProtection,2,immigration,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05263157894736842,,,,,,,,,,,,,,,,,,,,,,,,,,
usda,2,government,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,,,,0.06896551724137931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gop primary,2,election,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,,0.0016778523489932886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0136986301369863,,
uk,2,europeanUnion,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,,,,,,,,,,0.06060606060606061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appeal court,2,judicial,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03389830508474576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antitrump dossier,2,fbiMisconduct,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,,,,,0.010309278350515464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009523809523809525,,,,,,,,,,,,,,
roman catholic,2,religion,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,0.0027397260273972603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002369668246445498,,,,,,,,,,,,,,,,,,,,
spending package,2,economy,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,,,0.019801980198019802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alexanderHamilton,2,foundingFather,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,,,,,,,,,,,,0.0035460992907801418,,,,,,,,,,,,,,,,,,,,0.002369668246445498,,,,,,,,,,,,,,,,,,,,
conspiracy,2,violenceCrime,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,,,,,,,,,,,,,,,0.009615384615384616,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,
court spokesperson,2,judicial,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025974025974025976,,,,,,,,,,,,,,,,,,,,,,,,,,,
doj action,2,judicial,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,,,,,0.010309278350515464,,,,,,,,,,,,,,,,,,,,,,,0.021739130434782608,,,,,,,,,,,,,,,,,,,,,,,,
missile,2,war,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03076923076923077,,,,,,,,,,,
georgeWBush,2,formerPresident,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021739130434782608,,,,,
cindyHydeSmith,2,republican,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,,,,,0.0070921985815602835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
russia probe,2,russiaElectionInterference,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,,,,,0.010309278350515464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029411764705882353,,,,,,
dreamer,2,immigration,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021505376344086023,,,,,,,,,,,,,,,
omarosaManigault,2,trumpStaff,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,0.005479452054794521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
melaniaTrump,2,trumpFamily,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011494252873563218,,,,,,,,,,,,0.023809523809523808,
heidiHeitkamp,2,democrat,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,0.003355704697986577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parkland,2,guns,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0136986301369863,,
misconduct,2,ethics,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,,,,,,,,,,,,,,,0.009615384615384616,,,,0.01694915254237288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
discrimination,2,racialTension,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03389830508474576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white house aide,2,trumpStaff,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,0.0027397260273972603,,,,,,,,,,,0.0035460992907801418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state department,2,government,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.041666666666666664,,,,,,,,,,,,,,,,,,,,,,0.016129032258064516,,,,,,,,,,
foodStamps,2,governmentProgram,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,,,,0.06896551724137931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scandal,2,controversy,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,0.009615384615384616,,,,,,,,,,,,,,,,,,,,,,,,0.01694915254237288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houseOversightCommittee,2,government,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021739130434782608,,,,,,,,,,0.009523809523809525,,,,,,,,,,,,,,
reincePriebus,2,trumpStaff,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,0.005479452054794521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
court filing,2,judicial,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,,0.0016778523489932886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,
shooter,2,guns,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04081632653061224,,,,,,,,
jayCarney,2,formerPresident,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,,,,,,,,,,,,,0.018867924528301886,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steveScalise,2,republican,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,,,,,0.0070921985815602835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
privateemailserver,2,clintonScandal,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,,,,,0.010309278350515464,,,,,,,,,,,,,,,,,,,,,,,0.021739130434782608,,,,,,,,,,,,,,,,,,,,,,,,
cia,2,intelligence,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,0.016129032258064516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
preetBharara,2,judicial,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,0.005479452054794521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vladimirPutin,2,foreignLeader,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,0.008064516129032258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015384615384615385,,,,,,,,,,,
house judiciary committee,2,judicial,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,,0.0016778523489932886,,,0.010309278350515464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
joeBiden,2,formerPresident,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004739336492890996,,,,,,,,,,,,,,,,,,,,
benghazi attack,2,clintonScandal,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,,,,,,0.03773584905660377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
walterShaub,2,trumpStaff,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,0.005479452054794521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
security issue,2,terrorism,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
robertWilkie,2,trumpStaff,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,0.009615384615384616,,,0.0027397260273972603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nyt,2,media,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,0.003355704697986577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mexico city,2,foreignNation,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03389830508474576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
centralAmerica,2,foreignNation,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011494252873563218,,,,,,,,0.010869565217391304,,,,,
conorLamb,2,democrat,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,,0.0016778523489932886,,,,,,,,,,0.0035460992907801418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
martinOmalley,2,democrat,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,,0.0016778523489932886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0136986301369863,,
court document,2,judicial,1,0.00041118421052631577,1.7558748556724915,0.0007219880163127021,1.0,,,,,,,0.003355704697986577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us ambassador,2,internationalPolitics,2,0.00041118421052631577,1.4548448600085102,0.0005982092352008676,1.0,,,,,,0.0027397260273972603,,,,,,,,,,,,0.018867924528301886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
